"ride_id","rideable_type","started_at","ended_at","start_station_name","start_station_id","end_station_name","end_station_id","start_lat","start_lng","end_lat","end_lng","member_casual"
"A246CA24873F7C5C","classic_bike","2025-02-25 21:21:21.171","2025-02-25 21:30:09.941","Michigan Ave & Lake St","TA1305000011","Clark St & Elm St","TA1307000039",41.886022,-87.624398,41.902973,-87.63128,"member"
"303C0906F3F068AE","classic_bike","2025-02-08 14:55:13.493","2025-02-08 15:13:39.890","Ogden Ave & Race Ave","13194","Clark St & Elm St","TA1307000039",41.891795,-87.658751,41.902973,-87.63128,"member"
"A0F65F3531F1FB2B","electric_bike","2025-02-24 00:32:56.553","2025-02-24 00:38:21.711","Michigan Ave & Lake St","TA1305000011","Wabash Ave & 9th St","TA1309000010",41.886022,-87.624398,41.870769,-87.625734,"casual"
"CE663C815B6A6D73","electric_bike","2025-02-07 17:00:38.646","2025-02-07 17:34:29.012","Ogden Ave & Race Ave","13194","Clark St & Elm St","TA1307000039",41.891795,-87.658751,41.902973,-87.63128,"casual"
"43F626BEF919D026","classic_bike","2025-02-10 14:56:56.565","2025-02-10 15:01:18.745","Clark St & North Ave","13128","Clark St & Elm St","TA1307000039",41.911974,-87.631942,41.902973,-87.63128,"member"
"D6A49DA505F5C949","classic_bike","2025-02-27 15:11:16.526","2025-02-27 15:15:11.719","Clark St & North Ave","13128","Clark St & Elm St","TA1307000039",41.911974,-87.631942,41.902973,-87.63128,"member"
"6188FDC628BF6552","classic_bike","2025-02-05 14:26:18.063","2025-02-05 14:30:49.038","Clark St & North Ave","13128","Clark St & Elm St","TA1307000039",41.911974,-87.631942,41.902973,-87.63128,"member"
"7DE50AE0CD8100E1","classic_bike","2025-02-10 11:03:40.939","2025-02-10 11:08:24.914","Clark St & North Ave","13128","Clark St & Elm St","TA1307000039",41.911974,-87.631942,41.902973,-87.63128,"member"
"3F0334B07B4D7F38","electric_bike","2025-02-04 07:57:26.522","2025-02-04 08:06:22.498","Ashland Ave & Division St","13061","Clark St & Elm St","TA1307000039",41.903393984,-87.667867184,41.902973,-87.63128,"member"
"1641FB083A2CDC74","electric_bike","2025-02-21 08:18:13.936","2025-02-21 08:27:47.866","Ashland Ave & Division St","13061","Clark St & Elm St","TA1307000039",41.903260827,-87.668082237,41.902973,-87.63128,"member"
"7F07E55F71DBB6E1","electric_bike","2025-02-10 17:58:19.301","2025-02-10 18:19:53.406","Ashland Ave & Division St","13061","Wabash Ave & 9th St","TA1309000010",41.903436303,-87.6680094,41.870769,-87.625734,"member"
"49F62F9415B1C17F","classic_bike","2025-02-01 18:58:40.777","2025-02-01 19:24:12.472","Clark St & Wrightwood Ave","TA1305000014","Western Ave & Leland Ave","TA1307000140",41.929546,-87.643118,41.966399801840986,-87.68870428204536,"member"
"3FE2FC2261C81BCD","electric_bike","2025-02-01 09:14:49.184","2025-02-01 09:18:48.824","Clark St & Wrightwood Ave","TA1305000014","Sheffield Ave & Wellington Ave","TA1307000052",41.929546,-87.643118,41.9362534831413,-87.65266209840775,"member"
"E8B36954C99A7BC6","classic_bike","2025-02-24 17:23:49.873","2025-02-24 17:44:30.189","Clinton St & Lake St","13021","Sheffield Ave & Wellington Ave","TA1307000052",41.885637,-87.641823,41.9362534831413,-87.65266209840775,"member"
"427F7C17C59E7C98","classic_bike","2025-02-02 14:05:20.753","2025-02-02 14:17:02.443","Clark St & Winnemac Ave","TA1309000035","Western Ave & Leland Ave","TA1307000140",41.973347640473044,-87.6678554713726,41.966399801840986,-87.68870428204536,"member"
"89F29B1F43A6EB5F","electric_bike","2025-02-06 19:42:18.233","2025-02-06 19:50:05.365","Sedgwick St & Webster Ave","13191","Clark St & Elm St","TA1307000039",41.922167,-87.638888,41.902973,-87.63128,"member"
"93319DD4B600B3F2","electric_bike","2025-02-10 01:19:04.479","2025-02-10 01:23:47.312","Meade Ave & Fullerton Ave","24178","Nagle Ave & Belmont Ave","24324",41.924751,-87.778272,41.93852,-87.78735,"member"
"07025137AF2EFADC","classic_bike","2025-02-08 02:39:20.136","2025-02-08 02:41:54.377","Lincoln Ave & Sunnyside Ave","TA1307000156","Western Ave & Leland Ave","TA1307000140",41.963004,-87.684781,41.966399801840986,-87.68870428204536,"member"
"C64932689F2CC1F0","classic_bike","2025-02-22 12:03:58.566","2025-02-22 12:16:11.022","Sedgwick St & Webster Ave","13191","Clark St & Elm St","TA1307000039",41.922167,-87.638888,41.902973,-87.63128,"member"
"C41EE008A2D3E8B2","classic_bike","2025-02-24 18:22:26.885","2025-02-24 18:50:53.331","Michigan Ave & Oak St","13042","Clark St & Elm St","TA1307000039",41.90096039,-87.62377664,41.902973,-87.63128,"member"
