"ride_id","rideable_type","started_at","ended_at","start_station_name","start_station_id","end_station_name","end_station_id","start_lat","start_lng","end_lat","end_lng","member_casual"
"6C960DEB4F78854E","electric_bike","2024-12-31 01:38:35.018","2024-12-31 01:48:45.775","Halsted St & Roscoe St","TA1309000025","Clark St & Winnemac Ave","TA1309000035",41.9436315,-87.6490833,41.973347640473044,-87.6678554713726,"member"
"C0913EEB2834E7A2","classic_bike","2024-12-21 18:41:26.478","2024-12-21 18:47:33.871","Clark St & Wellington Ave","TA1307000136","Halsted St & Roscoe St","TA1309000025",41.9364968219,-87.6475386582,41.9436315,-87.6490833,"member"
"848A37DD4723078A","classic_bike","2024-12-21 11:41:01.664","2024-12-21 11:52:45.094","Sheridan Rd & Montrose Ave","TA1307000107","Broadway & Barry Ave","13137",41.96167,-87.65464,41.93758231600629,-87.6440978050232,"member"
"3FA09C762ECB48BD","electric_bike","2024-12-26 13:07:27.526","2024-12-26 13:10:54.130","Aberdeen St & Jackson Blvd","13157","Green St & Randolph St*","chargingstx3",41.87772613,-87.65478743,41.883601657275165,-87.64862671494483,"member"
"E60317ADD1A87488","electric_bike","2024-12-13 15:17:55.063","2024-12-13 15:27:32.583","Paulina St & Flournoy St","KA1504000104","Fairfield Ave & Roosevelt Rd","KA1504000102",41.873061087897916,-87.66913488507271,41.866624,-87.694521,"member"
"A83DBA54802B4618","electric_bike","2024-12-08 03:24:46.718","2024-12-08 03:33:21.733","Ravenswood Ave & Lawrence Ave","TA1309000066","Kedzie Ave & Leland Ave","KA1504000126",41.968445,-87.674226,41.96668636205,-87.7080519806,"member"
"D3D6DAF0AB53F245","electric_bike","2024-12-08 18:56:35.855","2024-12-08 19:04:09.295","Paulina St & Flournoy St","KA1504000104","Fairfield Ave & Roosevelt Rd","KA1504000102",41.873061087897916,-87.66913488507271,41.866624,-87.694521,"member"
"3309E4E902565E04","electric_bike","2024-12-09 16:26:13.301","2024-12-09 16:33:29.555","Paulina St & Flournoy St","KA1504000104","Fairfield Ave & Roosevelt Rd","KA1504000102",41.873061087897916,-87.66913488507271,41.866624,-87.694521,"member"
"805D6F3B51AD91AF","electric_bike","2024-12-19 16:30:17.751","2024-12-19 16:44:23.702","Paulina St & Flournoy St","KA1504000104","Michigan Ave & 18th St","13150",41.873061087897916,-87.66913488507271,41.857926,-87.624336,"member"
"8560580463C7E866","electric_bike","2024-12-21 06:38:40.043","2024-12-21 06:41:35.290","Rockwell St & Archer Ave","21379","Leavitt St & Archer Ave","KA1503000068",41.82272,-87.68982,41.82879201994,-87.6806044594,"member"
"10BB8E0B23F267E7","electric_bike","2024-12-28 06:28:03.765","2024-12-28 06:30:31.287","Rockwell St & Archer Ave","21379","Leavitt St & Archer Ave","KA1503000068",41.82272,-87.68982,41.82879201994,-87.6806044594,"member"
"C448A2AA3B4B5FBF","electric_bike","2024-12-26 13:54:31.961","2024-12-26 14:01:59.603","Damen Ave & Foster Ave","KA1504000149","Ravenswood Ave & Berteau Ave","TA1309000018",41.9758109755749,-87.67950989857908,41.957921,-87.673567,"casual"
"64C4DF768EE87149","classic_bike","2024-12-25 23:59:14.281","2024-12-26 00:10:32.575","Rockwell St & Archer Ave","21379","Hoyne Ave & 47th St","KA1504000091",41.82272,-87.68982,41.808227,-87.67718,"casual"
"85DF6C5DF9B938F3","classic_bike","2024-12-11 11:09:47.469","2024-12-11 11:13:25.890","Damen Ave & Leland Ave","TA1307000158","Damen Ave & Foster Ave","KA1504000149",41.967081,-87.679076,41.9758109755749,-87.67950989857908,"member"
"1138DA7008BB8E07","classic_bike","2024-12-05 11:07:15.254","2024-12-05 11:11:51.868","Damen Ave & Leland Ave","TA1307000158","Damen Ave & Foster Ave","KA1504000149",41.967081,-87.679076,41.9758109755749,-87.67950989857908,"member"
"CCDF19B04142D48C","classic_bike","2024-12-16 11:45:03.241","2024-12-16 11:49:46.414","Damen Ave & Leland Ave","TA1307000158","Damen Ave & Foster Ave","KA1504000149",41.967081,-87.679076,41.9758109755749,-87.67950989857908,"member"
"BFE885EE4564ED6B","electric_bike","2024-12-17 16:25:18.761","2024-12-17 16:30:54.587","Ravenswood Ave & Lawrence Ave","TA1309000066","Damen Ave & Foster Ave","KA1504000149",41.968445,-87.674226,41.9758109755749,-87.67950989857908,"casual"
"BAA3F48DBCF7E925","classic_bike","2024-12-03 11:07:56.193","2024-12-03 11:11:36.582","Damen Ave & Leland Ave","TA1307000158","Damen Ave & Foster Ave","KA1504000149",41.967081,-87.679076,41.9758109755749,-87.67950989857908,"member"
"7FDF23CD93FEF229","classic_bike","2024-12-29 01:14:37.144","2024-12-29 01:18:42.547","Damen Ave & Leland Ave","TA1307000158","Damen Ave & Foster Ave","KA1504000149",41.967081,-87.679076,41.9758109755749,-87.67950989857908,"member"
"59EB6A7A67280C15","classic_bike","2024-12-06 10:55:39.806","2024-12-06 11:00:12.409","Damen Ave & Leland Ave","TA1307000158","Damen Ave & Foster Ave","KA1504000149",41.967081,-87.679076,41.9758109755749,-87.67950989857908,"member"
"CF9994425032DBD2","classic_bike","2024-12-07 19:26:06.937","2024-12-07 19:41:49.043","Lincoln Ave & Byron St","23002","Damen Ave & Foster Ave","KA1504000149",41.952372,-87.677296,41.9758109755749,-87.67950989857908,"member"
"C17A937D79ED1DF7","classic_bike","2024-12-11 19:48:12.963","2024-12-11 19:53:16.530","Ravenswood Ave & Lawrence Ave","TA1309000066","Damen Ave & Foster Ave","KA1504000149",41.968445,-87.674226,41.9758109755749,-87.67950989857908,"member"
"0A33E7ED52E0B750","classic_bike","2024-12-04 19:18:22.779","2024-12-04 19:23:08.307","Damen Ave & Leland Ave","TA1307000158","Damen Ave & Foster Ave","KA1504000149",41.967081,-87.679076,41.9758109755749,-87.67950989857908,"member"
