"ride_id","rideable_type","started_at","ended_at","start_station_name","start_station_id","end_station_name","end_station_id","start_lat","start_lng","end_lat","end_lng","member_casual"
"16CBE9844D401954","electric_bike","2025-03-18 08:39:20.065","2025-03-18 08:51:37.633",,,"Canal St & Jackson Blvd","13138",41.91,-87.67,41.878125,-87.639968,"member"
"1CB408029E2B5F74","electric_bike","2025-03-24 16:04:22.239","2025-03-24 16:27:41.347",,,"Albany Ave & Bloomingdale Ave","15655",41.86,-87.68,41.91402671273,-87.705126462,"member"
"7B6A76CD0F204D08","electric_bike","2025-03-10 16:06:19.708","2025-03-10 16:29:17.457",,,"Albany Ave & Bloomingdale Ave","15655",41.86,-87.68,41.91402671273,-87.705126462,"member"
"4F7084E3D75CDE31","electric_bike","2025-03-21 14:28:14.579","2025-03-21 14:35:06.160",,,"Canal St & Jackson Blvd","13138",41.87,-87.63,41.878125,-87.639968,"member"
"E419A570A5A0475B","electric_bike","2025-03-14 17:54:14.484","2025-03-14 18:17:53.254",,,"Albany Ave & Bloomingdale Ave","15655",41.89,-87.67,41.91402671273,-87.705126462,"casual"
"79FBC35C1715F60C","electric_bike","2025-03-24 16:14:36.782","2025-03-24 16:18:28.788",,,"Canal St & Jackson Blvd","13138",41.89,-87.64,41.878125,-87.639968,"member"
"715E2B8DFC893AD8","electric_bike","2025-03-18 19:37:16.225","2025-03-18 19:45:43.146",,,"Clybourn Ave & Division St","TA1307000115",41.91,-87.67,41.904613,-87.640552,"member"
"13C9D648D25C5A8B","classic_bike","2025-03-08 21:42:08.903","2025-03-08 21:49:17.893","California Ave & Milwaukee Ave","13084","Albany Ave & Bloomingdale Ave","15655",41.922695,-87.697153,41.91402671273,-87.705126462,"member"
"726F12BE953D7C96","electric_bike","2025-03-06 14:43:34.632","2025-03-06 14:50:40.668",,,"Canal St & Jackson Blvd","13138",41.89,-87.63,41.878125,-87.639968,"member"
"13751EA8835DB24A","electric_bike","2025-03-28 16:12:45.261","2025-03-28 17:10:52.599",,,"Albany Ave & Bloomingdale Ave","15655",41.75,-87.72,41.91402671273,-87.705126462,"member"
